run_timestamp,dataset,method,model,chunks_path,cache_path,num_chunks,embedding_dimension,batch_size,cache_loaded,model_load_seconds,embedding_seconds,cache_load_seconds,index_build_seconds,total_setup_seconds,status,error
2026-08-18 07:35:28,FinanceBench,dense,microsoft/harrier-oss-v1-0.6b,./final results/FinanceBench chunks/FinanceBench_combined_chunks.jsonl,./final results/embeddings/FinanceBench_harrier_oss_v1_0_6b.npy,7432,1024,8,False,7.777,320.144,0,320.144,327.922,success,
2026-08-18 07:56:38,FinanceBench,dense,Linq-AI-Research/Linq-Embed-Mistral,./final results/FinanceBench chunks/FinanceBench_combined_chunks.jsonl,./final results/embeddings/FinanceBench_linq_embed_mistral.npy,7432,4096,8,False,14.513,1165.659,0,1165.659,1180.172,success,
2026-08-18 22:50:31,FinanceBench,dense,microsoft/harrier-oss-v1-0.6b,.\final results\FinanceBench chunks\FinanceBench_combined_chunks.jsonl,.\final results\embeddings\FinanceBench_harrier_oss_v1_0_6b.npy,.\final results\embeddings\FinanceBench_queries_harrier_oss_v1_0_6b.npy,True,7432,1024,8,True,5.066,0,0.087,0.087,5.153,success,
2026-08-18 22:50:49,FinanceBench,dense,Linq-AI-Research/Linq-Embed-Mistral,.\final results\FinanceBench chunks\FinanceBench_combined_chunks.jsonl,.\final results\embeddings\FinanceBench_linq_embed_mistral.npy,.\final results\embeddings\FinanceBench_queries_linq_embed_mistral.npy,True,7432,4096,8,True,4.043,0,0.231,0.231,4.274,success,
