dataset,result_file,method,model,variant,top_m,bank,n_queries,accuracy_at_1,hit_at_5,mrr_at_5,document_accuracy_at_1,avg_latency_seconds,avg_top1_latency_seconds,avg_top5_latency_seconds,avg_input_tokens,avg_output_tokens,avg_total_tokens,avg_top1_input_tokens,avg_top1_output_tokens,avg_top1_total_tokens,avg_top5_input_tokens,avg_top5_output_tokens,avg_top5_total_tokens,successful_rows,accuracy_at_1_pct,hit_at_5_pct,mrr_at_5_pct,document_accuracy_at_1_pct
ESRS,bm25_query_results.jsonl,BM25,–,standard,,ING,46,0.5,0.6521739130434783,0.5550724637681159,0.5652173913043478,0.011910239130434782,0.011910239130434782,0.011910239130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,50.0,65.21739130434783,55.507246376811594,56.52173913043478
ESRS,bm25_query_results.jsonl,BM25,–,standard,,Intesa Sanpaolo,106,0.5,0.7452830188679245,0.5772012578616352,0.8207547169811321,0.013196528301886792,0.013196528301886792,0.013196528301886792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,50.0,74.52830188679245,57.72012578616352,82.0754716981132
ESRS,bm25_query_results.jsonl,BM25,–,standard,,KBC Group,32,0.5625,0.78125,0.6348958333333333,0.71875,0.01306121875,0.01306121875,0.01306121875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,56.25,78.125,63.489583333333336,71.875
ESRS,bm25_query_results.jsonl,BM25,–,standard,,KfW,24,0.6666666666666666,0.9166666666666666,0.7604166666666666,0.875,0.014194875000000001,0.014194875000000001,0.014194875000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,66.66666666666666,91.66666666666666,76.04166666666666,87.5
ESRS,bm25_query_results.jsonl,BM25,–,standard,,Nordea Bank,21,0.42857142857142855,0.6666666666666666,0.5357142857142857,0.7619047619047619,0.011994238095238096,0.011994238095238096,0.011994238095238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,42.857142857142854,66.66666666666666,53.57142857142857,76.19047619047619
ESRS,bm25_query_results.jsonl,BM25,–,standard,,OTP Bank,79,0.3670886075949367,0.5949367088607594,0.46139240506329116,0.7848101265822784,0.012129012658227849,0.012129012658227849,0.012129012658227849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,36.708860759493675,59.49367088607595,46.139240506329116,78.48101265822784
ESRS,bm25_query_results.jsonl,BM25,–,standard,,PKO Bank Polski,36,0.4722222222222222,0.7222222222222222,0.5773148148148147,0.9444444444444444,0.013005527777777777,0.013005527777777777,0.013005527777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,47.22222222222222,72.22222222222221,57.731481481481474,94.44444444444444
ESRS,bm25_query_results.jsonl,BM25,–,standard,,Pekao,32,0.5625,0.9375,0.6828125,0.875,0.01349890625,0.01349890625,0.01349890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,56.25,93.75,68.28125,87.5
ESRS,bm25_query_results.jsonl,BM25,–,standard,,Raiffeisen Bank International,83,0.30120481927710846,0.5060240963855421,0.37710843373493974,0.6385542168674698,0.012625638554216867,0.012625638554216867,0.012625638554216867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,30.120481927710845,50.602409638554214,37.71084337349397,63.85542168674698
ESRS,bm25_query_results.jsonl,BM25,–,standard,,Santander,31,0.25806451612903225,0.45161290322580644,0.3290322580645161,0.5806451612903226,0.012081096774193549,0.012081096774193549,0.012081096774193549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,25.806451612903224,45.16129032258064,32.90322580645161,58.06451612903226
ESRS,bm25_query_results.jsonl,BM25,–,standard,,Societe Generale,15,0.6,0.9333333333333333,0.7444444444444444,1.0,0.0143006,0.0143006,0.0143006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,60.0,93.33333333333333,74.44444444444443,100.0
ESRS,bm25_query_results.jsonl,BM25,–,standard,,Swedbank,85,0.38823529411764707,0.6823529411764706,0.496078431372549,0.6705882352941176,0.011570235294117647,0.011570235294117647,0.011570235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,38.82352941176471,68.23529411764706,49.607843137254896,67.05882352941175
ESRS,bm25_query_results.jsonl,BM25,–,standard,,UniCredit,37,0.2702702702702703,0.5675675675675675,0.38063063063063063,0.7027027027027027,0.011629432432432432,0.011629432432432432,0.011629432432432432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,27.027027027027028,56.75675675675676,38.06306306306306,70.27027027027027
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,ABN Amro,53,0.5471698113207547,0.8679245283018868,0.6726415094339623,0.9245283018867925,0.0010943396226415095,0.0010943396226415095,0.0010943396226415095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,54.71698113207547,86.79245283018868,67.26415094339623,92.45283018867924
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,BBVA,3,0.3333333333333333,1.0,0.5833333333333334,0.6666666666666666,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,33.33333333333333,100.0,58.333333333333336,66.66666666666666
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,BNP Paribas,13,0.6153846153846154,0.9230769230769231,0.7307692307692307,0.8461538461538461,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,61.53846153846154,92.3076923076923,73.07692307692307,84.61538461538461
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,Banca Monte dei Paschi di Siena,78,0.3974358974358974,0.6538461538461539,0.4935897435897436,0.7948717948717948,0.0010256410256410256,0.0010256410256410256,0.0010256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,39.743589743589745,65.38461538461539,49.358974358974365,79.48717948717949
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,Banque Postale,95,0.49473684210526314,0.8315789473684211,0.6105263157894737,0.9578947368421052,0.0010210526315789475,0.0010210526315789475,0.0010210526315789475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,49.473684210526315,83.15789473684211,61.05263157894737,95.78947368421052
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,Belfius,33,0.5454545454545454,0.9090909090909091,0.6813131313131313,0.9393939393939394,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,54.54545454545454,90.9090909090909,68.13131313131314,93.93939393939394
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,Caixa Geral de Depósitos,3,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,66.66666666666666,33.33333333333333,66.66666666666666
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,CaixaBank,32,0.5,0.78125,0.6041666666666666,0.75,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,50.0,78.125,60.416666666666664,75.0
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,DNB,50,0.58,0.92,0.7053333333333334,0.9,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,57.99999999999999,92.0,70.53333333333333,90.0
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,Deutsche Bank,13,0.6153846153846154,0.8461538461538461,0.6987179487179488,0.9230769230769231,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,61.53846153846154,84.61538461538461,69.87179487179488,92.3076923076923
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,ING,46,0.5434782608695652,0.8043478260869565,0.6481884057971015,0.8913043478260869,0.0010434782608695653,0.0010434782608695653,0.0010434782608695653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,54.347826086956516,80.43478260869566,64.81884057971014,89.13043478260869
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,Intesa Sanpaolo,106,0.4528301886792453,0.7264150943396226,0.5647798742138365,0.9528301886792453,0.001018867924528302,0.001018867924528302,0.001018867924528302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,45.28301886792453,72.64150943396226,56.477987421383645,95.28301886792453
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,KBC Group,32,0.625,0.8125,0.6911458333333333,0.9375,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,62.5,81.25,69.11458333333333,93.75
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,KfW,24,0.5416666666666666,0.8333333333333334,0.6576388888888889,0.875,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,54.166666666666664,83.33333333333334,65.76388888888889,87.5
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,Nordea Bank,21,0.2857142857142857,0.8571428571428571,0.4880952380952381,0.9523809523809523,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,28.57142857142857,85.71428571428571,48.80952380952381,95.23809523809523
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,OTP Bank,79,0.3924050632911392,0.6835443037974683,0.49599156118143456,0.8987341772151899,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,39.24050632911392,68.35443037974683,49.599156118143455,89.87341772151899
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,PKO Bank Polski,36,0.5,0.8611111111111112,0.6759259259259259,0.9444444444444444,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,50.0,86.11111111111111,67.5925925925926,94.44444444444444
