dataset,result_file,method,model,variant,top_m,bank,n_queries,accuracy_at_1,hit_at_5,mrr_at_5,document_accuracy_at_1,avg_latency_seconds,avg_top1_latency_seconds,avg_top5_latency_seconds,avg_input_tokens,avg_output_tokens,avg_total_tokens,avg_top1_input_tokens,avg_top1_output_tokens,avg_top1_total_tokens,avg_top5_input_tokens,avg_top5_output_tokens,avg_top5_total_tokens,successful_rows,accuracy_at_1_pct,hit_at_5_pct,mrr_at_5_pct,document_accuracy_at_1_pct
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,Pekao,32,0.46875,0.8125,0.6197916666666666,0.9375,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,46.875,81.25,61.979166666666664,93.75
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,Raiffeisen Bank International,83,0.37349397590361444,0.6265060240963856,0.47489959839357426,0.8795180722891566,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,37.34939759036144,62.65060240963856,47.489959839357425,87.95180722891565
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,Santander,31,0.3548387096774194,0.6129032258064516,0.4483870967741936,0.6451612903225806,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,35.483870967741936,61.29032258064516,44.83870967741936,64.51612903225806
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,Societe Generale,15,0.5333333333333333,0.6666666666666666,0.5777777777777777,0.6666666666666666,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,53.333333333333336,66.66666666666666,57.77777777777777,66.66666666666666
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,Swedbank,85,0.5058823529411764,0.8117647058823529,0.6256862745098039,0.9529411764705882,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,50.588235294117645,81.17647058823529,62.56862745098039,95.29411764705881
ESRS,dense_harrier_oss_v1_0_6b_query_results.jsonl,Dense,Harrier,standard,,UniCredit,37,0.6486486486486487,0.8378378378378378,0.709009009009009,0.918918918918919,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,64.86486486486487,83.78378378378379,70.9009009009009,91.8918918918919
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,ABN Amro,53,0.6037735849056604,0.9433962264150944,0.7418238993710691,0.8490566037735849,0.0033584905660377358,0.0033584905660377358,0.0033584905660377358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,60.37735849056604,94.33962264150944,74.1823899371069,84.90566037735849
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,BBVA,3,0.3333333333333333,1.0,0.5277777777777778,1.0,0.0030000000000000005,0.0030000000000000005,0.0030000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,33.33333333333333,100.0,52.77777777777778,100.0
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,BNP Paribas,13,0.46153846153846156,0.6153846153846154,0.5384615384615384,0.6923076923076923,0.003076923076923077,0.003076923076923077,0.003076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,46.15384615384615,61.53846153846154,53.84615384615385,69.23076923076923
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,Banca Monte dei Paschi di Siena,78,0.3974358974358974,0.6410256410256411,0.48141025641025637,0.9358974358974359,0.003128205128205128,0.003128205128205128,0.003128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,39.743589743589745,64.1025641025641,48.141025641025635,93.58974358974359
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,Banque Postale,95,0.5894736842105263,0.8631578947368421,0.6875438596491228,1.0,0.0030210526315789478,0.0030210526315789478,0.0030210526315789478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,58.94736842105262,86.31578947368422,68.75438596491227,100.0
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,Belfius,33,0.5454545454545454,0.7878787878787878,0.6464646464646464,0.9393939393939394,0.0032424242424242424,0.0032424242424242424,0.0032424242424242424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,54.54545454545454,78.78787878787878,64.64646464646464,93.93939393939394
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,Caixa Geral de Depósitos,3,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,33.33333333333333,16.666666666666664,33.33333333333333
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,CaixaBank,32,0.5,0.65625,0.5677083333333334,0.8125,0.00303125,0.00303125,0.00303125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,50.0,65.625,56.770833333333336,81.25
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,DNB,50,0.66,0.86,0.7416666666666667,0.92,0.0031,0.0031,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,66.0,86.0,74.16666666666667,92.0
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,Deutsche Bank,13,0.46153846153846156,0.6153846153846154,0.5256410256410257,0.8461538461538461,0.004076923076923077,0.004076923076923077,0.004076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,46.15384615384615,61.53846153846154,52.56410256410257,84.61538461538461
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,ING,46,0.5869565217391305,0.8260869565217391,0.6753623188405797,0.9565217391304348,0.004021739130434783,0.004021739130434783,0.004021739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,58.69565217391305,82.6086956521739,67.53623188405797,95.65217391304348
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,Intesa Sanpaolo,106,0.5471698113207547,0.8018867924528302,0.6518867924528301,0.9528301886792453,0.003245283018867925,0.003245283018867925,0.003245283018867925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,54.71698113207547,80.18867924528303,65.18867924528301,95.28301886792453
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,KBC Group,32,0.53125,0.78125,0.6166666666666667,0.75,0.0035,0.0035,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,53.125,78.125,61.66666666666667,75.0
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,KfW,24,0.5416666666666666,0.7916666666666666,0.6347222222222222,0.875,0.0030416666666666665,0.0030416666666666665,0.0030416666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,54.166666666666664,79.16666666666666,63.47222222222222,87.5
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,Nordea Bank,21,0.42857142857142855,0.9047619047619048,0.5952380952380952,1.0,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,42.857142857142854,90.47619047619048,59.523809523809526,100.0
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,OTP Bank,79,0.43037974683544306,0.6835443037974683,0.5236286919831223,0.9620253164556962,0.00320253164556962,0.00320253164556962,0.00320253164556962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,43.037974683544306,68.35443037974683,52.36286919831223,96.20253164556962
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,PKO Bank Polski,36,0.6666666666666666,0.8611111111111112,0.7462962962962963,0.9722222222222222,0.0032500000000000003,0.0032500000000000003,0.0032500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,66.66666666666666,86.11111111111111,74.62962962962963,97.22222222222221
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,Pekao,32,0.625,0.75,0.6677083333333333,0.78125,0.003625,0.003625,0.003625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,62.5,75.0,66.77083333333333,78.125
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,Raiffeisen Bank International,83,0.3855421686746988,0.6385542168674698,0.4867469879518072,0.927710843373494,0.0030963855421686746,0.0030963855421686746,0.0030963855421686746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,38.55421686746988,63.85542168674698,48.674698795180724,92.7710843373494
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,Santander,31,0.1935483870967742,0.41935483870967744,0.2903225806451613,0.5161290322580645,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,19.35483870967742,41.935483870967744,29.03225806451613,51.61290322580645
ESRS,dense_linq_embed_mistral_query_results.jsonl,Dense,Linq-Embed-Mistral,standard,,Societe Generale,15,0.26666666666666666,0.4,0.29333333333333333,0.6,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,26.666666666666668,40.0,29.333333333333332,60.0
